,id,infinitive,definition,mood,subject,tense,answer,translation
17337,17517,to laugh,,Perfecto,they,Presente,have laughed,se han reído
17338,17518,to laugh,,Perfecto,they,Pasado,had laughed,se habían reído
17339,17519,to laugh,,Perfecto,they,Futuro,will have laughed,se habrán reído
17340,17520,to laugh,,Imperativo,you,Afirmativo,laugh,risa
17341,17521,to laugh,,Imperativo,you,Negativo,don't laugh,no te rías
17342,17522,to laugh,,Imperativo,we,Afirmativo,let's laugh,vamos a reir
17343,17523,to laugh,,Imperativo,we,Negativo,let's not laugh,no nos ramos
17344,17524,to laugh,,Imperativo,you,Afirmativo,laugh,risa
17345,17525,to laugh,,Imperativo,you,Negativo,don't laugh,no te rías
17346,17526,to laugh,,Continuo,I,Presente,am laughing,me estoy riendo
17347,17527,to laugh,,Continuo,I,Pasado,was laughing,me estaba riendo
17348,17528,to laugh,,Continuo,I,Futuro,will be laughing,me reiré
17349,17529,to laugh,,Continuo,you,Presente,are laughing,te estás riendo
17350,17530,to laugh,,Continuo,you,Pasado,were laughing,te estabas riendo
17351,17531,to laugh,,Continuo,you,Futuro,will be laughing,te reirás
17352,17532,to laugh,,Continuo,he,Presente,is laughing,el se esta riendo
17353,17533,to laugh,,Continuo,she,Presente,is laughing,ella se está riendo
17354,17534,to laugh,,Continuo,he,Pasado,was laughing,se reía
17355,17535,to laugh,,Continuo,she,Pasado,was laughing,ella estaba riendo
17356,17536,to laugh,,Continuo,he,Futuro,will be laughing,se reirá
17357,17537,to laugh,,Continuo,she,Futuro,will be laughing,ella se reirá
17358,17538,to laugh,,Continuo,we,Presente,are laughing,nos estamos riendo
17359,17539,to laugh,,Continuo,we,Pasado,were laughing,estábamos riendo
17360,17540,to laugh,,Continuo,we,Futuro,will be laughing,nos reiremos
17361,17541,to laugh,,Continuo,you,Presente,are laughing,te estás riendo
17362,17542,to laugh,,Continuo,you,Pasado,were laughing,te estabas riendo
17363,17543,to laugh,,Continuo,you,Futuro,will be laughing,te reirás
17364,17544,to laugh,,Continuo,they,Presente,are laughing,ellos se están riendo
17365,17545,to laugh,,Continuo,they,Pasado,were laughing,ellos estaban riendo
17366,17546,to laugh,,Continuo,they,Futuro,will be laughing,se reirán
17367,17547,to laugh,,Continuo Perfecto,I,Presente,have been laughing,me he estado riendo
17368,17548,to laugh,,Continuo Perfecto,I,Pasado,had been laughing,me había estado riendo
17369,17549,to laugh,,Continuo Perfecto,I,Futuro,will have been laughing,habré estado riendo
17370,17550,to laugh,,Continuo Perfecto,you,Presente,have been laughing,te has estado riendo
17371,17551,to laugh,,Continuo Perfecto,you,Pasado,had been laughing,te habías estado riendo
17372,17552,to laugh,,Continuo Perfecto,you,Futuro,will have been laughing,habrás estado riendo
17373,17553,to laugh,,Continuo Perfecto,he,Presente,has been laughing,se ha estado riendo
17374,17554,to laugh,,Continuo Perfecto,she,Presente,has been laughing,ella se ha estado riendo
17375,17555,to laugh,,Continuo Perfecto,he,Pasado,had been laughing,se había estado riendo
17376,17556,to laugh,,Continuo Perfecto,she,Pasado,had been laughing,ella se había estado riendo
17377,17557,to laugh,,Continuo Perfecto,he,Futuro,will have been laughing,se habrá estado riendo
17378,17558,to laugh,,Continuo Perfecto,she,Futuro,will have been laughing,ella se habrá estado riendo
17379,17559,to laugh,,Continuo Perfecto,we,Presente,have been laughing,nos hemos estado riendo
17380,17560,to laugh,,Continuo Perfecto,we,Pasado,had been laughing,habíamos estado riendo
17381,17561,to laugh,,Continuo Perfecto,we,Futuro,will have been laughing,nos habremos reido
17382,17562,to laugh,,Continuo Perfecto,you,Presente,have been laughing,te has estado riendo
17383,17563,to laugh,,Continuo Perfecto,you,Pasado,had been laughing,te habías estado riendo
17384,17564,to laugh,,Continuo Perfecto,you,Futuro,will have been laughing,habrás estado riendo
17385,17565,to laugh,,Continuo Perfecto,they,Presente,have been laughing,se han estado riendo
17386,17566,to laugh,,Continuo Perfecto,they,Pasado,had been laughing,se habían estado riendo
17387,17567,to laugh,,Continuo Perfecto,they,Futuro,will have been laughing,se habrán reído
17388,17568,to do again,volver a hacer,Indicativo,I,Presente,do again,lo hago de nuevo
17389,17569,to do again,volver a hacer,Indicativo,I,Pasado,did again,lo hice de nuevo
17390,17570,to do again,volver a hacer,Indicativo,I,Futuro,will do again,lo haré de nuevo
17391,17571,to do again,volver a hacer,Indicativo,you,Presente,do again,lo haces de nuevo
17392,17572,to do again,volver a hacer,Indicativo,you,Pasado,did again,lo hiciste de nuevo
17393,17573,to do again,volver a hacer,Indicativo,you,Futuro,will do again,lo harás de nuevo
17394,17574,to do again,volver a hacer,Indicativo,he,Presente,does again,lo hace de nuevo
17395,17575,to do again,volver a hacer,Indicativo,she,Presente,does again,ella lo hace de nuevo
17396,17576,to do again,volver a hacer,Indicativo,he,Pasado,did again,lo hizo de nuevo
17397,17577,to do again,volver a hacer,Indicativo,she,Pasado,did again,ella lo hizo de nuevo
17398,17578,to do again,volver a hacer,Indicativo,he,Futuro,will do again,lo hará de nuevo
17399,17579,to do again,volver a hacer,Indicativo,she,Futuro,will do again,ella lo hará de nuevo
17400,17580,to do again,volver a hacer,Indicativo,we,Presente,do again,lo hacemos de nuevo
17401,17581,to do again,volver a hacer,Indicativo,we,Pasado,did again,lo hacemos de nuevo...
17402,17582,to do again,volver a hacer,Indicativo,we,Futuro,will do again,lo hacemos de nuevo......
17403,17583,to do again,volver a hacer,Indicativo,you,Presente,do again,lo hacemos de nuevo.........
17404,17584,to do again,volver a hacer,Indicativo,you,Pasado,did again,lo hicimos de nuevo...
17405,17585,to do again,volver a hacer,Indicativo,you,Futuro,will do again,lo hiciste de nuevo...
17406,17586,to do again,volver a hacer,Indicativo,they,Presente,do again,lo harás de nuevo...
17407,17587,to do again,volver a hacer,Indicativo,they,Pasado,did again,lo hacen de nuevo
17408,17588,to do again,volver a hacer,Indicativo,they,Futuro,will do again,lo harán de nuevo
17409,17589,to do again,volver a hacer,Perfecto,I,Presente,have done again,he hecho otra vez
17410,17590,to do again,volver a hacer,Perfecto,I,Pasado,had done again,había hecho otra vez
17411,17591,to do again,volver a hacer,Perfecto,I,Futuro,will have done again,habré hecho otra vez
17412,17592,to do again,volver a hacer,Perfecto,you,Presente,have done again,has hecho otra vez
17413,17593,to do again,volver a hacer,Perfecto,you,Pasado,had done again,habias hecho otra vez
17414,17594,to do again,volver a hacer,Perfecto,you,Futuro,will have done again,habrás hecho otra vez
17415,17595,to do again,volver a hacer,Perfecto,he,Presente,has done again,el ha hecho otra vez
17416,17596,to do again,volver a hacer,Perfecto,she,Presente,has done again,ella ha hecho otra vez
17417,17597,to do again,volver a hacer,Perfecto,he,Pasado,had done again,él había hecho otra vez
17418,17598,to do again,volver a hacer,Perfecto,she,Pasado,had done again,ella había hecho otra vez
17419,17599,to do again,volver a hacer,Perfecto,he,Futuro,will have done again,habra hecho otra vez
17420,17600,to do again,volver a hacer,Perfecto,she,Futuro,will have done again,ella habra hecho otra vez
17421,17601,to do again,volver a hacer,Perfecto,we,Presente,have done again,hemos hecho otra vez
17422,17602,to do again,volver a hacer,Perfecto,we,Pasado,had done again,habíamos hecho otra vez
17423,17603,to do again,volver a hacer,Perfecto,we,Futuro,will have done again,habremos hecho otra vez
17424,17604,to do again,volver a hacer,Perfecto,you,Presente,have done again,has hecho otra vez
17425,17605,to do again,volver a hacer,Perfecto,you,Pasado,had done again,habias hecho otra vez
17426,17606,to do again,volver a hacer,Perfecto,you,Futuro,will have done again,habrás hecho otra vez
17427,17607,to do again,volver a hacer,Perfecto,they,Presente,have done again,han hecho otra vez
17428,17608,to do again,volver a hacer,Perfecto,they,Pasado,had done again,habían hecho otra vez
17429,17609,to do again,volver a hacer,Perfecto,they,Futuro,will have done again,habrán hecho otra vez
17430,17610,to do again,volver a hacer,Imperativo,you,Afirmativo,do again,hazlo otra vez
17431,17611,to do again,volver a hacer,Imperativo,you,Negativo,don't do again,no lo hagas de nuevo
17432,17612,to do again,volver a hacer,Imperativo,we,Afirmativo,let's do again,hagámoslo de nuevo
17433,17613,to do again,volver a hacer,Imperativo,we,Negativo,let's not do again,no lo hagamos de nuevo
17434,17614,to do again,volver a hacer,Imperativo,you,Afirmativo,do again,hazlo otra vez
17435,17615,to do again,volver a hacer,Imperativo,you,Negativo,don't do again,no lo hagas de nuevo
17436,17616,to do again,volver a hacer,Continuo,I,Presente,am doing again,estoy haciendo otra vez
17437,17617,to do again,volver a hacer,Continuo,I,Pasado,was doing again,estaba haciendo otra vez
17438,17618,to do again,volver a hacer,Continuo,I,Futuro,will be doing again,estaré haciendo otra vez
17439,17619,to do again,volver a hacer,Continuo,you,Presente,are doing again,estas haciendo otra vez
17440,17620,to do again,volver a hacer,Continuo,you,Pasado,were doing again,estabas haciendo otra vez
17441,17621,to do again,volver a hacer,Continuo,you,Futuro,will be doing again,estarás haciendo otra vez
17442,17622,to do again,volver a hacer,Continuo,he,Presente,is doing again,el esta haciendo otra vez
17443,17623,to do again,volver a hacer,Continuo,she,Presente,is doing again,ella esta haciendo otra vez
17444,17624,to do again,volver a hacer,Continuo,he,Pasado,was doing again,estaba haciendo otra vez
17445,17625,to do again,volver a hacer,Continuo,she,Pasado,was doing again,ella estaba haciendo otra vez
17446,17626,to do again,volver a hacer,Continuo,he,Futuro,will be doing again,él estará haciendo otra vez
17447,17627,to do again,volver a hacer,Continuo,she,Futuro,will be doing again,ella estará haciendo otra vez
17448,17628,to do again,volver a hacer,Continuo,we,Presente,are doing again,estamos haciendo otra vez
17449,17629,to do again,volver a hacer,Continuo,we,Pasado,were doing again,estábamos haciendo otra vez
17450,17630,to do again,volver a hacer,Continuo,we,Futuro,will be doing again,estaremos haciendo otra vez
17451,17631,to do again,volver a hacer,Continuo,you,Presente,are doing again,estas haciendo otra vez
17452,17632,to do again,volver a hacer,Continuo,you,Pasado,were doing again,estabas haciendo otra vez
17453,17633,to do again,volver a hacer,Continuo,you,Futuro,will be doing again,estarás haciendo otra vez
17454,17634,to do again,volver a hacer,Continuo,they,Presente,are doing again,lo están haciendo de nuevo
17455,17635,to do again,volver a hacer,Continuo,they,Pasado,were doing again,estaban haciendo otra vez
17456,17636,to do again,volver a hacer,Continuo,they,Futuro,will be doing again,lo estarán haciendo de nuevo
17457,17637,to do again,volver a hacer,Continuo Perfecto,I,Presente,have been doing again,he estado haciendo otra vez
17458,17638,to do again,volver a hacer,Continuo Perfecto,I,Pasado,had been doing again,había estado haciendo otra vez
17459,17639,to do again,volver a hacer,Continuo Perfecto,I,Futuro,will have been doing again,habré estado haciendo otra vez
17460,17640,to do again,volver a hacer,Continuo Perfecto,you,Presente,have been doing again,has estado haciendo otra vez
17461,17641,to do again,volver a hacer,Continuo Perfecto,you,Pasado,had been doing again,habías estado haciendo otra vez
17462,17642,to do again,volver a hacer,Continuo Perfecto,you,Futuro,will have been doing again,habrás estado haciendo otra vez
17463,17643,to do again,volver a hacer,Continuo Perfecto,he,Presente,has been doing again,el ha estado haciendo otra vez
17464,17644,to do again,volver a hacer,Continuo Perfecto,she,Presente,has been doing again,ella ha estado haciendo otra vez
17465,17645,to do again,volver a hacer,Continuo Perfecto,he,Pasado,had been doing again,él había estado haciendo otra vez
17466,17646,to do again,volver a hacer,Continuo Perfecto,she,Pasado,had been doing again,ella había estado haciendo otra vez
17467,17647,to do again,volver a hacer,Continuo Perfecto,he,Futuro,will have been doing again,él habrá estado haciendo otra vez
17468,17648,to do again,volver a hacer,Continuo Perfecto,she,Futuro,will have been doing again,ella habrá estado haciendo otra vez
17469,17649,to do again,volver a hacer,Continuo Perfecto,we,Presente,have been doing again,hemos estado haciendo otra vez
17470,17650,to do again,volver a hacer,Continuo Perfecto,we,Pasado,had been doing again,habíamos estado haciendo otra vez
17471,17651,to do again,volver a hacer,Continuo Perfecto,we,Futuro,will have been doing again,habremos estado haciendo otra vez
17472,17652,to do again,volver a hacer,Continuo Perfecto,you,Presente,have been doing again,has estado haciendo otra vez
17473,17653,to do again,volver a hacer,Continuo Perfecto,you,Pasado,had been doing again,habías estado haciendo otra vez
17474,17654,to do again,volver a hacer,Continuo Perfecto,you,Futuro,will have been doing again,habrás estado haciendo otra vez
17475,17655,to do again,volver a hacer,Continuo Perfecto,they,Presente,have been doing again,han estado haciendo otra vez
17476,17656,to do again,volver a hacer,Continuo Perfecto,they,Pasado,had been doing again,habían estado haciendo otra vez
17477,17657,to do again,volver a hacer,Continuo Perfecto,they,Futuro,will have been doing again,habrán estado haciendo otra vez
17478,17658,to repeat,repetir,Indicativo,I,Presente,repeat,repito
17479,17659,to repeat,repetir,Indicativo,I,Pasado,repeated,lo repeti
